item_key,item_type,grade,parts,gear_type,gear_group,item_synthesis_type,name_key,description_key,gear_key,drop_key,drop_cooldown,level,is_steam_item,icon_path,is_bucket_box,is_deleted_in_server,is_can_exchange_marketable,is_temp_marketable_false,name_pt_br,name_en_us,description_pt_br,description_en_us
910751,STAGEBOX,COMMON,,,,,Normal Monster Box Lv75,,,9106511,5,,True,Item_910011,True,True,,,Normal Monster Box Lv75,Normal Monster Box Lv75,,
910801,STAGEBOX,COMMON,,,,,Normal Monster Box Lv80,,,9108011,5,,True,Item_910011,True,,,,Normal Monster Box Lv80,Normal Monster Box Lv80,,
910851,STAGEBOX,COMMON,,,,,Normal Monster Box Lv85,,,9108011,5,,True,Item_910011,True,True,,,Normal Monster Box Lv85,Normal Monster Box Lv85,,
910901,STAGEBOX,COMMON,,,,,Normal Monster Box Lv90,,,9108011,5,,True,Item_910011,True,True,,,Normal Monster Box Lv90,Normal Monster Box Lv90,,
920001,STAGEBOX,RARE,,,,,Stage Boss Box 1,,,9200011,3600,,True,Item_920011,,,,,Stage Boss Box 1,Stage Boss Box 1,,
920002,STAGEBOX,RARE,,,,,Stage Boss Box 2,,,9200021,3600,,True,Item_920011,,,,,Stage Boss Box 2,Stage Boss Box 2,,
920003,STAGEBOX,RARE,,,,,Stage Boss Box 3,,,9200031,3600,,True,Item_920011,,,,,Stage Boss Box 3,Stage Boss Box 3,,
920004,STAGEBOX,RARE,,,,,Stage Boss Box 3,,,9200041,3600,,True,Item_920011,,,,,Stage Boss Box 3,Stage Boss Box 3,,
920005,STAGEBOX,RARE,,,,,Stage Boss Box 3,,,9200051,3600,,True,Item_920011,,,,,Stage Boss Box 3,Stage Boss Box 3,,
920006,STAGEBOX,RARE,,,,,Stage Boss Box 3,,,9200061,3600,,True,Item_920011,,,,,Stage Boss Box 3,Stage Boss Box 3,,
920011,STAGEBOX,RARE,,,,,Stage Boss Box 4,,,9200111,3,,True,Item_920011,True,,,,Stage Boss Box 4,Stage Boss Box 4,,
920051,STAGEBOX,RARE,,,,,Stage Boss Box 5,,,9200511,3,,True,Item_920011,True,,,,Stage Boss Box 5,Stage Boss Box 5,,
920022,STAGEBOX,RARE,,,,,Stage Boss Box 6,,,9200221,300,,True,Item_920011,,,,,Stage Boss Box 6,Stage Boss Box 6,,
920032,STAGEBOX,RARE,,,,,Stage Boss Box 6,,,9200321,300,,True,Item_920011,,,,,Stage Boss Box 6,Stage Boss Box 6,,
920042,STAGEBOX,RARE,,,,,Stage Boss Box 6,,,9200421,300,,True,Item_920011,,,,,Stage Boss Box 6,Stage Boss Box 6,,
920052,STAGEBOX,RARE,,,,,Stage Boss Box 6,,,9200521,300,,True,Item_920011,,,,,Stage Boss Box 6,Stage Boss Box 6,,
920101,STAGEBOX,RARE,,,,,Stage Boss Box 7,,,9201011,5,,True,Item_920011,True,,,,Stage Boss Box 7,Stage Boss Box 7,,
920151,STAGEBOX,RARE,,,,,Stage Boss Box Lv15,,,9201511,7,,True,Item_920011,True,,,,Stage Boss Box Lv15,Stage Boss Box Lv15,,
920201,STAGEBOX,RARE,,,,,Stage Boss Box Lv20,,,9202011,7,,True,Item_920011,True,,,,Stage Boss Box Lv20,Stage Boss Box Lv20,,
920251,STAGEBOX,RARE,,,,,Stage Boss Box Lv25,,,9202011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv25,Stage Boss Box Lv25,,
920301,STAGEBOX,RARE,,,,,Stage Boss Box Lv30,,,9203011,7,,True,Item_920011,True,,,,Stage Boss Box Lv30,Stage Boss Box Lv30,,
920351,STAGEBOX,RARE,,,,,Stage Boss Box Lv35,,,9203011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv35,Stage Boss Box Lv35,,
920401,STAGEBOX,RARE,,,,,Stage Boss Box Lv40,,,9204011,7,,True,Item_920011,True,,,,Stage Boss Box Lv40,Stage Boss Box Lv40,,
920451,STAGEBOX,RARE,,,,,Stage Boss Box Lv45,,,9204011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv45,Stage Boss Box Lv45,,
920501,STAGEBOX,RARE,,,,,Stage Boss Box Lv50,,,9205011,7,,True,Item_920011,True,,,,Stage Boss Box Lv50,Stage Boss Box Lv50,,
920551,STAGEBOX,RARE,,,,,Stage Boss Box Lv55,,,9205011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv55,Stage Boss Box Lv55,,
920601,STAGEBOX,RARE,,,,,Stage Boss Box Lv60,,,9205011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv60,Stage Boss Box Lv60,,
920651,STAGEBOX,RARE,,,,,Stage Boss Box Lv65,,,9206511,7,,True,Item_920011,True,,,,Stage Boss Box Lv65,Stage Boss Box Lv65,,
920701,STAGEBOX,RARE,,,,,Stage Boss Box Lv70,,,9206511,7,,True,Item_920011,True,True,,,Stage Boss Box Lv70,Stage Boss Box Lv70,,
920751,STAGEBOX,RARE,,,,,Stage Boss Box Lv75,,,9206511,7,,True,Item_920011,True,True,,,Stage Boss Box Lv75,Stage Boss Box Lv75,,
920801,STAGEBOX,RARE,,,,,Stage Boss Box Lv80,,,9208011,7,,True,Item_920011,True,,,,Stage Boss Box Lv80,Stage Boss Box Lv80,,
920851,STAGEBOX,RARE,,,,,Stage Boss Box Lv85,,,9208011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv85,Stage Boss Box Lv85,,
920901,STAGEBOX,RARE,,,,,Stage Boss Box Lv90,,,9208011,7,,True,Item_920011,True,True,,,Stage Boss Box Lv90,Stage Boss Box Lv90,,
930101,STAGEBOX,LEGENDARY,,,,,Act Boss Box 1,,,9301011,,,True,Item_930011,,,,,Act Boss Box 1,Act Boss Box 1,,
930201,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv20,,,9302011,,,True,Item_930011,,,,,Act Boss Box Lv20,Act Boss Box Lv20,,
930301,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv30,,,9303011,,,True,Item_930011,,,,,Act Boss Box Lv30,Act Boss Box Lv30,,
930401,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv40,,,9304011,,,True,Item_930011,,,,,Act Boss Box Lv40,Act Boss Box Lv40,,
930451,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv45,,,9304511,,,True,Item_930011,,,,,Act Boss Box Lv45,Act Boss Box Lv45,,
930501,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv50,,,9305011,,,True,Item_930011,,,,,Act Boss Box Lv50,Act Boss Box Lv50,,
930601,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv60,,,9306011,,,True,Item_930011,,,,,Act Boss Box Lv60,Act Boss Box Lv60,,
930651,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv65,,,9306511,,,True,Item_930011,,,,,Act Boss Box Lv65,Act Boss Box Lv65,,
930701,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv70,,,9307011,,,True,Item_930011,,,,,Act Boss Box Lv70,Act Boss Box Lv70,,
930851,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv85,,,9308511,,,True,Item_930011,,,,,Act Boss Box Lv85,Act Boss Box Lv85,,
930901,STAGEBOX,LEGENDARY,,,,,Act Boss Box Lv90,,,9309011,,,True,Item_930011,,,,,Act Boss Box Lv90,Act Boss Box Lv90,,
110001,MATERIAL,COMMON,,,,Material,ItemName_110001,ItemDescription_110001,,,,,True,Item_110001,,,True,,Rubi menor,Minor Ruby,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
110002,MATERIAL,COMMON,,,,Material,ItemName_110002,ItemDescription_110002,,,,,True,Item_110002,,,True,,Safira Menor,Minor Sapphire,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
110003,MATERIAL,COMMON,,,,Material,ItemName_110003,ItemDescription_110003,,,,,True,Item_110003,,,True,,Topázio Menor,Minor Topaz,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
110004,MATERIAL,COMMON,,,,Material,ItemName_110004,ItemDescription_110004,,,,,True,Item_110004,,,True,,Esmeralda menor,Minor Emerald,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
110005,MATERIAL,COMMON,,,,Material,ItemName_110005,ItemDescription_110005,,,,,True,Item_110005,,,True,,Ametista Menor,Minor Amethyst,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
111001,MATERIAL,UNCOMMON,,,,Material,ItemName_111001,ItemDescription_111001,,,,,True,Item_111001,,,True,,Estilhaço de Obsidiana,Obsidian Shard,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
111002,MATERIAL,UNCOMMON,,,,Material,ItemName_111002,ItemDescription_111002,,,,,True,Item_111002,,,True,,Fragmento de Coral,Coral Piece,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
111003,MATERIAL,UNCOMMON,,,,Material,ItemName_111003,ItemDescription_111003,,,,,True,Item_111003,,,True,,Pedra de Jade,Jade Stone,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
111004,MATERIAL,UNCOMMON,,,,Material,ItemName_111004,ItemDescription_111004,,,,,True,Item_111004,,,True,,Gema de Âmbar,Amber Gem,"Material de decoração básico comum. Usado para decorar um item, concede um pequeno aumento de atributo definido pelo tipo de equipamento.","Common basic decoration material. Used to decorate an item, granting a minor stat boost preset by equipment type."
112001,MATERIAL,RARE,,,,Material,ItemName_112001,ItemDescription_112001,,,,,True,Item_112001,,,True,,Rubi,Ruby,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
112002,MATERIAL,RARE,,,,Material,ItemName_112002,ItemDescription_112002,,,,,True,Item_112002,,,True,,Safira,Sapphire,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
112003,MATERIAL,RARE,,,,Material,ItemName_112003,ItemDescription_112003,,,,,True,Item_112003,,,True,,Topázio,Topaz,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
112004,MATERIAL,RARE,,,,Material,ItemName_112004,ItemDescription_112004,,,,,True,Item_112004,,,True,,Esmeralda,Emerald,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
112005,MATERIAL,RARE,,,,Material,ItemName_112005,ItemDescription_112005,,,,,True,Item_112005,,,True,,Ametista,Amethyst,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
113001,MATERIAL,LEGENDARY,,,,Material,ItemName_113001,ItemDescription_113001,,,,,True,Item_113001,,,True,,Quartzo Cristalino,Crystal Quartz,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
113002,MATERIAL,LEGENDARY,,,,Material,ItemName_113002,ItemDescription_113002,,,,,True,Item_113002,,,True,,Pérola,Pearl,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
113003,MATERIAL,LEGENDARY,,,,Material,ItemName_113003,ItemDescription_113003,,,,,True,Item_113003,,,True,,Turquesa,Turquoise,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
113004,MATERIAL,LEGENDARY,,,,Material,ItemName_113004,ItemDescription_113004,,,,,True,Item_113004,,,True,,Granada,Garnet,"Material de decoração básico. Usado para decorar um item, concede um aumento de atributo definido pelo tipo de equipamento.","Basic decoration material. Used to decorate an item, granting a stat boost preset by equipment type."
114001,MATERIAL,IMMORTAL,,,,Material,ItemName_114001,ItemDescription_114001,,,,,True,Item_114001,,,True,,Diamante,Diamond,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
114002,MATERIAL,IMMORTAL,,,,Material,ItemName_114002,ItemDescription_114002,,,,,True,Item_114002,,,True,,Opala,Opal,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
114003,MATERIAL,IMMORTAL,,,,Material,ItemName_114003,ItemDescription_114003,,,,,True,Item_114003,,,True,,Lápis-lazúli,Lapis Lazuli,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
114004,MATERIAL,IMMORTAL,,,,Material,ItemName_114004,ItemDescription_114004,,,,,True,Item_114004,,,True,,Pérola Negra,Black Pearl,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
115001,MATERIAL,ARCANA,,,,Material,ItemName_115001,ItemDescription_115001,,,,,True,Item_115001,,,True,,Cristal Arcano,Arcane Crystal,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
115002,MATERIAL,ARCANA,,,,Material,ItemName_115002,ItemDescription_115002,,,,,True,Item_115002,,,True,,Topázio místico,Mystic Topaz,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
115003,MATERIAL,ARCANA,,,,Material,ItemName_115003,ItemDescription_115003,,,,,True,Item_115003,,,True,,Rubi Encantado,Enchanted Ruby,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
115004,MATERIAL,ARCANA,,,,Material,ItemName_115004,ItemDescription_115004,,,,,True,Item_115004,,,True,,Safira da Luz Estelar,Starlight Sapphire,"Material de decoração intermediário. Usado para decorar um item, concede um aumento especial de atributo definido pelo tipo de equipamento.","Intermediate decoration material. Used to decorate an item, granting a special stat boost preset by equipment type."
116001,MATERIAL,BEYOND,,,,Material,ItemName_116001,ItemDescription_116001,,,,,True,Item_116001,,,True,,Opala do Vazio,Void Opal,"Material de decoração avançado. Usado para decorar um item, concede um aumento poderoso de atributo definido pelo tipo de equipamento.","Advanced decoration material. Used to decorate an item, granting a powerful stat boost preset by equipment type."
116002,MATERIAL,BEYOND,,,,Material,ItemName_116002,ItemDescription_116002,,,,,True,Item_116002,,,True,,Diamante Astral,Astral Diamond,"Material de decoração avançado. Usado para decorar um item, concede um aumento poderoso de atributo definido pelo tipo de equipamento.","Advanced decoration material. Used to decorate an item, granting a powerful stat boost preset by equipment type."
116003,MATERIAL,BEYOND,,,,Material,ItemName_116003,ItemDescription_116003,,,,,True,Item_116003,,,True,,Esmeralda Fantasma,Phantom Emerald,"Material de decoração avançado. Usado para decorar um item, concede um aumento poderoso de atributo definido pelo tipo de equipamento.","Advanced decoration material. Used to decorate an item, granting a powerful stat boost preset by equipment type."
116004,MATERIAL,BEYOND,,,,Material,ItemName_116004,ItemDescription_116004,,,,,True,Item_116004,,,True,,Ametista do Crepúsculo,Twilight Amethyst,"Material de decoração avançado. Usado para decorar um item, concede um aumento poderoso de atributo definido pelo tipo de equipamento.","Advanced decoration material. Used to decorate an item, granting a powerful stat boost preset by equipment type."
117001,MATERIAL,CELESTIAL,,,,Material,ItemName_117001,ItemDescription_117001,,,,,True,Item_117001,,,True,True,Pérola Celestial,Celestial Pearl,"Material de decoração avançado. Usado para decorar um item, concede um aumento poderoso de atributo definido pelo tipo de equipamento.","Advanced decoration material. Used to decorate an item, granting a powerful stat boost preset by equipment type."
117002,MATERIAL,CELESTIAL,,,,Material,ItemName_117002,ItemDescription_117002,,,,,True,Item_117002,,,True,True,Cristal de Dragonita,Dragonite Crystal,"Material de decoração avançado. Usado para decorar um item, concede um aumento poderoso de atributo definido pelo tipo de equipamento.","Advanced decoration material. Used to decorate an item, granting a powerful stat boost preset by equipment type."
118001,MATERIAL,DIVINE,,,,Material,ItemName_118001,ItemDescription_118001,,,,,True,Item_118001,,,True,True,Cristal do Vazio,Void Crystal,"Material de decoração premium. Usado para decorar um item, concede um aumento enorme de atributo definido pelo tipo de equipamento.","Premium decoration material. Used to decorate an item, granting an enormous stat boost preset by equipment type."
118002,MATERIAL,DIVINE,,,,Material,ItemName_118002,ItemDescription_118002,,,,,True,Item_118002,,,True,True,Pérola abissal,Abyssal Pearl,"Material de decoração premium. Usado para decorar um item, concede um aumento enorme de atributo definido pelo tipo de equipamento.","Premium decoration material. Used to decorate an item, granting an enormous stat boost preset by equipment type."
119001,MATERIAL,COSMIC,,,,Material,ItemName_119001,ItemDescription_119001,,,,,True,Item_119001,,,True,True,Gema Etérea,Ethereal Gem,"Material de decoração premium. Usado para decorar um item, concede um aumento enorme de atributo definido pelo tipo de equipamento.","Premium decoration material. Used to decorate an item, granting an enormous stat boost preset by equipment type."
119002,MATERIAL,COSMIC,,,,Material,ItemName_119002,ItemDescription_119002,,,,,True,Item_119002,,,True,True,Diamante do Caos,Chaos Diamond,"Material de decoração premium. Usado para decorar um item, concede um aumento enorme de atributo definido pelo tipo de equipamento.","Premium decoration material. Used to decorate an item, granting an enormous stat boost preset by equipment type."
120001,MATERIAL,COMMON,,,,Material,ItemName_120001,ItemDescription_120001,,,,,True,Item_120001,,,True,,Couro de Goblin,Goblin Hide,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
120002,MATERIAL,COMMON,,,,Material,ItemName_120002,ItemDescription_120002,,,,,True,Item_120002,,,True,,Osso de Esqueleto,Skeleton Bone,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
120003,MATERIAL,COMMON,,,,Material,ItemName_120003,ItemDescription_120003,,,,,True,Item_120003,,,True,,Geleia de Slime,Slime Jelly,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
121001,MATERIAL,UNCOMMON,,,,Material,ItemName_121001,ItemDescription_121001,,,,,True,Item_121001,,,True,,Presa de Lobo,Wolf Fang,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
121002,MATERIAL,UNCOMMON,,,,Material,ItemName_121002,ItemDescription_121002,,,,,True,Item_121002,,,True,,Seda de aranha,Spider Silk,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
121003,MATERIAL,UNCOMMON,,,,Material,ItemName_121003,ItemDescription_121003,,,,,True,Item_121003,,,True,,Erva Venenosa,Poisonous Herb,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
121004,MATERIAL,UNCOMMON,,,,Material,ItemName_121004,ItemDescription_121004,,,,,True,Item_121004,,,True,,Erva Curativa,Healing Herb,"Material de gravação básico comum. Usado para gravar um item, concede aleatoriamente um de dois pequenos aumentos de atributo definidos pelo tipo de equipamento.","Common basic engraving material. Used to engrave an item, randomly granting one of two minor stat boosts preset by equipment type."
122001,MATERIAL,RARE,,,,Material,ItemName_122001,ItemDescription_122001,,,,,True,Item_122001,,,True,,Membrana de asa de morcego,Bat Wing Membrane,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
122002,MATERIAL,RARE,,,,Material,ItemName_122002,ItemDescription_122002,,,,,True,Item_122002,,,True,,Sangue de Ogro,Ogre Blood,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
122003,MATERIAL,RARE,,,,Material,ItemName_122003,ItemDescription_122003,,,,,True,Item_122003,,,True,,Esporo de Cogumelo,Mushroom Spore,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
122004,MATERIAL,RARE,,,,Material,ItemName_122004,ItemDescription_122004,,,,,True,Item_122004,,,True,,Seiva de Árvore Antiga,Ancient Tree Sap,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
123001,MATERIAL,LEGENDARY,,,,Material,ItemName_123001,ItemDescription_123001,,,,,True,Item_123001,,,True,,Caveira,Skull,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
123002,MATERIAL,LEGENDARY,,,,Material,ItemName_123002,ItemDescription_123002,,,,,True,Item_123002,,,True,,Pena de Harpia,Harpy Feather,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
123003,MATERIAL,LEGENDARY,,,,Material,ItemName_123003,ItemDescription_123003,,,,,True,Item_123003,,,True,,Raiz de Mandrágora,Mandrake Root,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
123004,MATERIAL,LEGENDARY,,,,Material,ItemName_123004,ItemDescription_123004,,,,,True,Item_123004,,,True,,Extrato de Beladona,Nightshade Extract,"Material de gravação básico. Usado para gravar um item, concede aleatoriamente um de dois aumentos de atributo definidos pelo tipo de equipamento.","Basic engraving material. Used to engrave an item, randomly granting one of two stat boosts preset by equipment type."
124001,MATERIAL,IMMORTAL,,,,Material,ItemName_124001,ItemDescription_124001,,,,,True,Item_124001,,,True,,Escama de Basilisco,Basilisk Scale,"Material de gravação intermediário. Usado para gravar um item, concede aleatoriamente um de dois aumentos especiais de atributo definidos pelo tipo de equipamento.","Intermediate engraving material. Used to engrave an item, randomly granting one of two special stat boosts preset by equipment type."
124002,MATERIAL,IMMORTAL,,,,Material,ItemName_124002,ItemDescription_124002,,,,,True,Item_124002,,,True,,Garra de Wyvern,Wyvern Claw,"Material de gravação intermediário. Usado para gravar um item, concede aleatoriamente um de dois aumentos especiais de atributo definidos pelo tipo de equipamento.","Intermediate engraving material. Used to engrave an item, randomly granting one of two special stat boosts preset by equipment type."
124003,MATERIAL,IMMORTAL,,,,Material,ItemName_124003,ItemDescription_124003,,,,,True,Item_124003,,,True,,Dado,Dice,"Material de gravação intermediário. Usado para gravar um item, concede aleatoriamente um de dois aumentos especiais de atributo definidos pelo tipo de equipamento.","Intermediate engraving material. Used to engrave an item, randomly granting one of two special stat boosts preset by equipment type."
